id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2996-P,94,1283.0943367723376,QRRDW,Nottingham,Florida,Canada,Local Pumpkin Festival,1764 F,1103 L,396,1338,-7,Rouge Vif d'Etampes,582.0013264052382,heavy
2702-P,70,1287.3584327353165,MMUGS,Paris,Texas,USA,Local Pumpkin Festival,1096 Y,1243 I,389,1231,9,Marina di Chioggia,583.9354862212776,heavy
2410-P,80,1280.860575974919,RZHHK,Chicago,California,USA,Regional Pumpkin Festival,1238 U,1149 J,381,1170,6,Big Moose,580.9881103776154,heavy
2201-P,33,1279.7490796204656,TYTKD,New York,Texas,USA,Regional Pumpkin Festival,1271 E,1426 R,396,1282,-3,Marina di Chioggia,580.4839445232062,heavy
2210-P,16,1274.2009792663157,RZHMK,Los Angeles,New York,Canada,Local Pumpkin Festival,1293 V,1597 F,378,1180,13,Baby Bear,577.9673705873666,heavy
2457-P,33,1270.8244424823672,NUULT,Los Angeles,New York,Canada,Regional Pumpkin Festival,1320 J,1592 J,406,1432,-13,Marina di Chioggia,576.4358005144619,heavy
2712-P,21,1273.2074006535113,NOSNB,Houston,California,USA,National Pumpkin Festival,1387 H,1302 O,390,1298,-1,Rouge Vif d'Etampes,577.5166912772274,heavy
2157-P,17,1261.690487153828,HZTHU,Los Angeles,New York,Canada,National Pumpkin Festival,1548 F,1638 F,379,1137,13,Baby Bear,572.2927114490791,heavy
2598-P,85,1267.0240710303187,AFVUG,Nottingham,California,USA,Regional Pumpkin Festival,1604 R,1466 P,385,1210,4,Marina di Chioggia,574.7119824267843,heavy
2615-P,71,1253.867857363634,NOVYB,Chicago,Florida,Canada,Local Pumpkin Festival,1311 A,1402 A,384,1263,-4,Rouge Vif d'Etampes,568.7444291572854,heavy
2670-P,55,1237.135154942982,VRNPV,Chicago,Florida,Canada,National Pumpkin Festival,1720 V,1263 A,396,1342,-10,Rouge Vif d'Etampes,561.1546092008971,heavy
2177-P,22,1226.4902448644862,LSXHE,Los Angeles,Florida,USA,Regional Pumpkin Festival,1550 I,1225 S,386,1275,-5,Rouge Vif d'Etampes,556.326163148572,heavy
2082-P,50,1234.1358842505142,AXNXE,New York,Florida,USA,Local Pumpkin Festival,1162 T,1208 A,375,1165,3,Big Moose,559.7941640089592,heavy
2318-P,39,1221.1796667259189,GRFMF,Nottingham,New York,USA,National Pumpkin Festival,1754 S,1838 Q,384,1207,6,Baby Bear,553.917327389543,heavy
2646-P,16,1227.6425829343498,MEJAR,Nottingham,Texas,Canada,Regional Pumpkin Festival,1369 X,1512 O,402,1349,-7,Big Moose,556.8488544783576,heavy
2542-P,68,1222.9694388769567,UKQWL,Nottingham,New York,USA,National Pumpkin Festival,1676 Q,1192 S,371,1095,8,Marina di Chioggia,554.7291537190765,heavy
2703-P,17,1212.091605364345,ZQXTQ,Paris,Texas,USA,Regional Pumpkin Festival,1020 W,1397 H,382,1216,-3,Rouge Vif d'Etampes,549.795055460424,heavy
2887-P,53,1208.5712202657014,CKPJE,Paris,Texas,Canada,Regional Pumpkin Festival,1576 Q,1635 L,1,0,1,Baby Bear,548.19823694276,heavy
2494-P,80,1210.5173030737787,CFBDH,Houston,Florida,Canada,Regional Pumpkin Festival,1096 V,1211 Y,391,1235,0,Marina di Chioggia,549.0809645358414,heavy
2802-P,89,1215.7269561048597,CLSSP,Nottingham,Texas,Canada,Regional Pumpkin Festival,1110 E,1492 B,378,1208,0,Marina di Chioggia,551.4440214735155,heavy
2244-P,76,1194.54805452656,ATSWS,Houston,New York,Canada,National Pumpkin Festival,1215 U,1069 G,378,1160,4,Rouge Vif d'Etampes,541.8374411488114,heavy
2420-P,26,1202.0458813188598,BZPSB,Los Angeles,New York,Canada,Local Pumpkin Festival,1730 H,1961 G,388,1286,-8,Marina di Chioggia,545.2383953991842,heavy
2611-P,22,1188.086233066395,NIVPZ,Los Angeles,New York,USA,National Pumpkin Festival,1085 U,1779 E,383,1212,-7,Big Moose,538.9064106290522,heavy
2018-P,80,1178.6852398999035,LJIIN,New York,California,USA,Regional Pumpkin Festival,1049 Y,1339 V,370,1086,6,Marina di Chioggia,534.642195336677,heavy
2834-P,96,1183.5354550452903,HINZM,Los Angeles,Florida,USA,National Pumpkin Festival,1722 L,1075 U,367,1120,10,Big Moose,536.8422141249033,heavy
2166-P,31,1185.5168562568724,WFBIL,Nottingham,New York,USA,Local Pumpkin Festival,1173 C,1619 K,390,1301,-13,Rouge Vif d'Etampes,537.7409618632672,heavy
2663-P,51,1169.31597141549,CPADY,Nottingham,New York,USA,Regional Pumpkin Festival,1075 F,1501 Q,398,1299,-13,Big Moose,530.392370106295,heavy
2777-P,29,1173.4831379288808,WHMTI,Paris,Texas,USA,National Pumpkin Festival,1352 G,1775 G,376,1126,0,Baby Bear,532.2825634994368,heavy
2160-P,93,1159.7211337601766,JRXHK,Houston,Texas,USA,National Pumpkin Festival,1367 O,1280 L,384,1184,-5,Baby Bear,526.040228504546,heavy
2254-P,87,1165.7682890845465,JOERL,Los Angeles,California,USA,Local Pumpkin Festival,1769 F,1688 F,370,1106,2,Marina di Chioggia,528.7831697824377,heavy
2233-P,51,1165.484288558364,FYQBM,Paris,New York,USA,Local Pumpkin Festival,1077 N,1865 O,412,1423,-16,Marina di Chioggia,528.6543494157654,heavy
2059-P,3,1155.609517033212,UBVFZ,New York,New York,Canada,Local Pumpkin Festival,1076 W,1583 E,369,1077,7,Baby Bear,524.1752320501287,heavy
2383-P,83,1155.8560035293922,EYZQH,Los Angeles,California,Canada,National Pumpkin Festival,1686 I,1395 C,375,1108,7,Baby Bear,524.287036352904,heavy
2876-P,60,1154.735369221307,CORLH,Nottingham,Florida,USA,Regional Pumpkin Festival,1851 W,1554 F,379,1189,-8,Baby Bear,523.7787255958311,heavy
2832-P,31,1151.6540872380135,NDROG,Chicago,Texas,Canada,Local Pumpkin Festival,1457 Q,1519 L,366,1114,3,Baby Bear,522.381080738465,heavy
2220-P,7,1151.3950754063203,VDXFS,Chicago,California,Canada,Regional Pumpkin Festival,1894 Q,1938 G,393,1258,-12,Baby Bear,522.2635950437036,heavy
2326-P,82,1126.085202104412,DKQHK,New York,New York,USA,Local Pumpkin Festival,1150 O,1760 K,366,1116,5,Marina di Chioggia,510.78323899294446,heavy
2133-P,63,1134.8997702514753,YJYTI,Houston,California,USA,National Pumpkin Festival,1205 Z,1225 S,370,1119,2,Marina di Chioggia,514.7814565879072,heavy
2612-P,52,1120.4315404919907,OFJNI,Nottingham,Texas,Canada,National Pumpkin Festival,1804 F,1017 O,370,1068,7,Big Moose,508.21878331484305,heavy
2749-P,23,1119.834489173256,DXCOM,Houston,California,Canada,Local Pumpkin Festival,1751 M,1167 G,381,1167,-2,Big Moose,507.94796561307555,heavy
2826-P,72,1124.7092573801056,RFTDK,Houston,New York,Canada,Regional Pumpkin Festival,1996 C,1509 T,350,976,12,Big Moose,510.1591214735568,heavy
2433-P,4,1111.1514201099053,GYMOX,Nottingham,California,Canada,National Pumpkin Festival,1083 D,1214 K,360,1047,9,Rouge Vif d'Etampes,504.00939495049215,heavy
2768-P,80,1116.0335147492588,IIDXK,Paris,Texas,USA,Regional Pumpkin Festival,1663 W,1190 H,368,1052,6,Marina di Chioggia,506.22387402214576,heavy
2616-P,8,1114.9812782024965,JMUEB,Chicago,Texas,USA,Regional Pumpkin Festival,1077 P,1463 M,366,1054,5,Baby Bear,505.7465879424268,heavy
2025-P,12,1115.6629807837307,DGVYF,New York,California,USA,Local Pumpkin Festival,1509 I,1360 S,364,1059,1,Big Moose,506.055802779654,heavy
2815-P,48,1118.694889121689,BCOUZ,Los Angeles,Florida,Canada,National Pumpkin Festival,1882 J,1100 L,387,1221,-11,Rouge Vif d'Etampes,507.4310521464851,heavy
2892-P,98,1109.3330532684922,MFHBK,Nottingham,California,USA,Local Pumpkin Festival,1565 X,1775 V,355,970,11,Rouge Vif d'Etampes,503.1845982981619,heavy
2386-P,8,1105.1559571642429,WNKTR,New York,Texas,USA,Local Pumpkin Festival,1903 L,1116 J,373,1125,0,Marina di Chioggia,501.2899009220432,heavy
2660-P,32,1091.2442125942555,GSKUK,Nottingham,Florida,USA,National Pumpkin Festival,1498 F,1020 P,372,1156,-4,Marina di Chioggia,494.9796448790535,heavy
2967-P,54,1093.6504991482943,RMGFW,New York,California,Canada,Local Pumpkin Festival,1150 D,1343 V,-4,5,0,Marina di Chioggia,496.0711172096731,heavy
2174-P,99,1095.2176607958972,IGTOE,New York,California,USA,Regional Pumpkin Festival,1904 O,1614 L,369,1101,2,Marina di Chioggia,496.78196919573264,heavy
2151-P,53,1074.374024545774,FARVU,New York,Florida,USA,Regional Pumpkin Festival,1551 C,1583 J,389,1223,-13,Rouge Vif d'Etampes,487.32746254176675,heavy
2379-P,46,1078.1151664098725,BKIPI,Paris,Florida,USA,National Pumpkin Festival,1377 W,1960 Q,0,5,-4,Big Moose,489.02441456218685,heavy
2129-P,93,1086.8430334497243,YFQDA,Paris,New York,Canada,Regional Pumpkin Festival,1997 U,1680 D,-2,-5,1,Big Moose,492.98330522852734,heavy
2113-P,78,1076.0546283805745,LVNBX,Paris,Florida,USA,Local Pumpkin Festival,1663 Z,1179 S,383,1188,-12,Big Moose,488.08977099640157,heavy
2147-P,84,1075.3391393432394,NKEJV,Los Angeles,California,USA,Regional Pumpkin Festival,1357 B,1461 M,378,1180,-7,Rouge Vif d'Etampes,487.76523089297865,heavy
2882-P,44,1075.898295015097,ZLMPS,New York,New York,USA,National Pumpkin Festival,1687 O,1329 R,368,1106,3,Rouge Vif d'Etampes,488.01885943248783,heavy
2743-P,19,1062.1755234543234,JRNZV,Paris,New York,USA,Local Pumpkin Festival,1104 A,1911 Y,368,1054,-2,Big Moose,481.79432003469344,heavy
2681-P,64,1068.548648762703,RMYWP,Paris,California,Canada,Regional Pumpkin Festival,1196 H,1060 H,359,1026,2,Rouge Vif d'Etampes,484.68511868957194,heavy
2230-P,90,1064.325008681044,XMLVP,Nottingham,New York,USA,National Pumpkin Festival,1084 V,1771 N,348,917,19,Baby Bear,482.7693093376521,heavy
2385-P,93,1055.41932039652,HCAYY,Paris,New York,USA,Local Pumpkin Festival,1131 P,1889 J,358,1009,8,Marina di Chioggia,478.72976037729836,heavy
2772-P,14,1061.717705540359,TQDPI,Nottingham,California,Canada,Regional Pumpkin Festival,1115 G,1857 A,375,1102,-3,Rouge Vif d'Etampes,481.5866574914625,heavy
2472-P,7,1057.2129351142794,TJDCQ,Nottingham,California,USA,National Pumpkin Festival,1376 T,1922 V,367,1098,-6,Big Moose,479.54332966435624,heavy
2677-P,82,1047.4238846234978,MPZFQ,Nottingham,New York,Canada,National Pumpkin Festival,1490 C,1912 O,356,961,7,Rouge Vif d'Etampes,475.1030946741416,heavy
2978-P,20,1050.4534693665803,COZBL,Paris,California,USA,Local Pumpkin Festival,1466 V,1193 L,379,1204,-10,Rouge Vif d'Etampes,476.4772900769259,heavy
2800-P,31,1049.928864245303,ZSNAG,Chicago,Texas,USA,National Pumpkin Festival,1920 V,1236 R,360,997,7,Baby Bear,476.23933339075546,heavy
2354-P,25,1035.193777250126,FUONT,Los Angeles,Florida,USA,Local Pumpkin Festival,1834 G,1848 I,354,974,7,Big Moose,469.5556158104391,heavy
2141-P,35,1023.6689510146156,OZYHD,New York,Texas,USA,Regional Pumpkin Festival,1047 B,1688 W,373,1113,-2,Marina di Chioggia,464.3280468286215,heavy
2140-P,95,1027.025685351342,UJOXI,New York,Texas,Canada,National Pumpkin Festival,1082 M,1599 R,355,979,4,Marina di Chioggia,465.8506346698859,heavy
2568-P,79,1027.313804892078,LGRUE,Chicago,New York,Canada,National Pumpkin Festival,1154 U,1409 D,3,4,-1,Big Moose,465.98132338860745,heavy
2090-P,38,1006.629515387863,GIIBO,Paris,New York,USA,National Pumpkin Festival,1047 X,1748 X,383,1172,-19,Big Moose,456.59909514381155,heavy
2587-P,42,1009.550083774142,OQLQE,New York,New York,Canada,Regional Pumpkin Festival,1704 X,1115 P,348,912,14,Baby Bear,457.9238415992806,heavy
2448-P,92,1007.1324787428604,FAWHI,New York,Florida,Canada,Local Pumpkin Festival,1040 V,1538 T,1,-3,-4,Big Moose,456.8272352979315,heavy
2302-P,23,1003.1188190858812,VQSJH,Chicago,Florida,USA,Regional Pumpkin Festival,1668 W,1914 I,350,964,10,Baby Bear,455.006671386803,heavy
2148-P,47,991.1328873820604,OJFAJ,New York,New York,USA,Local Pumpkin Festival,1983 Y,1490 X,381,1219,-17,Rouge Vif d'Etampes,449.5699486534035,medium
2432-P,90,998.4410371007398,DEQDY,Houston,New York,Canada,Local Pumpkin Festival,1041 C,1600 A,367,1078,-4,Marina di Chioggia,452.88486690059875,medium
2967-P,3,997.8344173924996,JEHZD,Los Angeles,California,Canada,National Pumpkin Festival,1458 F,1364 N,366,1031,-4,Big Moose,452.6097090538987,medium
2869-P,18,994.6921105934308,CAHLY,Los Angeles,California,USA,National Pumpkin Festival,1254 F,1143 I,363,1084,-13,Rouge Vif d'Etampes,451.18438382829544,medium
2468-P,61,981.9637273022904,KCZTP,New York,California,USA,National Pumpkin Festival,1683 X,1779 J,354,960,5,Baby Bear,445.4108909945005,medium
2288-P,94,964.6117612225936,IDMZE,Chicago,New York,USA,Local Pumpkin Festival,1505 L,1775 I,368,1094,-7,Rouge Vif d'Etampes,437.5401779964787,medium
2892-P,9,958.5264897597954,EUPKI,New York,New York,Canada,Local Pumpkin Festival,1171 X,1991 G,-3,2,1,Rouge Vif d'Etampes,434.7799475431251,medium
2515-P,66,973.641795625724,EUIWZ,Nottingham,Texas,Canada,National Pumpkin Festival,1685 Z,1606 H,358,978,4,Rouge Vif d'Etampes,441.63612936146336,medium
2149-P,1,960.7457685358822,DOILK,Los Angeles,Texas,USA,Local Pumpkin Festival,1560 T,1163 F,-5,4,5,Rouge Vif d'Etampes,435.7865946417279,medium
2105-P,74,957.8942643627524,TNXVM,Paris,Texas,Canada,Local Pumpkin Festival,1347 P,1646 E,333,827,14,Big Moose,434.4931751608296,medium
2702-P,98,947.5282627932728,WLMSN,Paris,Florida,Canada,Regional Pumpkin Festival,1284 Y,1581 G,349,920,4,Baby Bear,429.7912397769262,medium
2676-P,36,955.2718391958624,GRBKS,Los Angeles,New York,USA,National Pumpkin Festival,1702 D,1249 G,343,863,13,Baby Bear,433.3036640845296,medium
2570-P,90,945.8337009698153,PRLQB,Paris,New York,Canada,National Pumpkin Festival,1052 M,1170 X,349,909,3,Rouge Vif d'Etampes,429.02260009030044,medium
2264-P,68,953.5052969800308,POOOJ,Paris,California,USA,Regional Pumpkin Festival,1112 J,1080 S,362,999,-6,Big Moose,432.50237466776616,medium
2053-P,52,945.923313117586,KUBOZ,Los Angeles,California,Canada,National Pumpkin Festival,1705 H,1132 N,353,931,3,Rouge Vif d'Etampes,429.06324744363206,medium
2364-P,80,950.7024524128065,GBCWP,Los Angeles,New York,USA,Local Pumpkin Festival,1484 G,1931 L,356,966,-7,Big Moose,431.2310267948297,medium
2969-P,22,951.9025534074754,XKXZF,Los Angeles,Texas,Canada,Regional Pumpkin Festival,1208 I,1301 Z,3,-1,3,Big Moose,431.77538300520354,medium
2269-P,55,935.4077541781588,EDDKQ,Nottingham,New York,Canada,Regional Pumpkin Festival,1474 H,1423 L,346,942,1,Big Moose,424.2934740331794,medium
2477-P,73,950.9063243363051,QHIJS,Chicago,Texas,Canada,National Pumpkin Festival,1383 D,1140 O,370,1075,-16,Marina di Chioggia,431.3235014683533,medium
2620-P,75,938.0556173175572,DZKLA,Los Angeles,Texas,Canada,Local Pumpkin Festival,1529 K,1353 H,342,923,1,Rouge Vif d'Etampes,425.49452357030543,medium
2747-P,97,921.453585073352,FDCSD,Nottingham,California,Canada,Local Pumpkin Festival,1803 R,1416 U,338,890,8,Marina di Chioggia,417.96397456059185,medium
2964-P,41,928.1467807367444,BQWJS,Chicago,Texas,Canada,Local Pumpkin Festival,1030 A,1291 A,357,1007,-10,Baby Bear,420.99995456794136,medium
2821-P,69,935.0116692841052,IGKMM,Nottingham,Texas,USA,National Pumpkin Festival,1621 X,1167 O,335,835,12,Marina di Chioggia,424.11381309391584,medium
2027-P,99,917.109734696336,BNOZX,Los Angeles,California,USA,Regional Pumpkin Festival,1541 Z,1294 M,344,904,1,Baby Bear,415.9936387803804,medium
2011-P,18,905.8884286880492,FDQOY,Houston,Texas,Canada,National Pumpkin Festival,1710 D,1301 H,361,1014,-8,Marina di Chioggia,410.9037441454696,medium
2460-P,70,921.3340720171108,XSPHV,Paris,New York,USA,Regional Pumpkin Festival,1222 Z,1011 R,341,895,6,Marina di Chioggia,417.9097643943853,medium
2684-P,52,904.9798085205256,GASIU,Los Angeles,New York,USA,Local Pumpkin Festival,1450 Z,1570 A,351,919,3,Marina di Chioggia,410.49160130644225,medium
2911-P,73,916.8213140610604,DXQBL,Chicago,New York,Canada,Local Pumpkin Festival,1173 Y,1267 A,363,1040,-15,Baby Bear,415.8628134875845,medium
2772-P,81,909.6019360786304,KJYLP,Chicago,Florida,USA,Regional Pumpkin Festival,1476 N,1302 X,336,840,9,Rouge Vif d'Etampes,412.5881613897781,medium
2169-P,87,905.0983363026752,PTYWS,Paris,New York,Canada,Local Pumpkin Festival,1276 M,1832 Z,340,845,6,Big Moose,410.54536456020304,medium
2740-P,11,892.5534935332835,ORAEP,Nottingham,California,Canada,Local Pumpkin Festival,1435 W,1060 U,343,861,8,Marina di Chioggia,404.8551242387491,medium
2974-P,48,895.2330758418888,ANMKZ,Nottingham,Florida,USA,National Pumpkin Festival,1421 Z,1742 D,338,865,-1,Rouge Vif d'Etampes,406.070561337274,medium
2809-P,79,896.3702477542683,OPNTD,Los Angeles,New York,USA,Regional Pumpkin Festival,1421 U,1576 Z,349,929,-6,Big Moose,406.58637341935406,medium
2966-P,33,878.7108980277553,SEHEC,Paris,New York,USA,Local Pumpkin Festival,1310 L,1457 B,335,800,8,Big Moose,398.5762336582056,medium
2875-P,50,881.2113709226251,ARWAM,Los Angeles,California,Canada,Regional Pumpkin Festival,1191 X,1167 L,339,887,-3,Baby Bear,399.71042815953535,medium
2031-P,69,894.5324115306139,VUIYF,Paris,New York,USA,Local Pumpkin Festival,1959 T,1623 X,344,886,5,Big Moose,405.7527456109942,medium
2751-P,39,893.2814666269347,LCJBJ,Los Angeles,Florida,Canada,Local Pumpkin Festival,1457 I,1892 G,364,1037,-16,Baby Bear,405.1853270102446,medium
2949-P,65,877.136856585741,HHKXK,Paris,New York,Canada,Regional Pumpkin Festival,1242 P,1885 B,364,1023,-10,Rouge Vif d'Etampes,397.86226105243946,medium
2092-P,3,876.5957623543218,VGNSQ,Chicago,Texas,USA,Local Pumpkin Festival,1838 K,1161 C,341,912,-3,Marina di Chioggia,397.6168250378215,medium
2058-P,68,874.0554703390226,AADTB,Los Angeles,Texas,USA,National Pumpkin Festival,1242 Y,1206 B,335,865,-3,Baby Bear,396.4645689020179,medium
2117-P,93,861.6399767287076,CRWDT,Houston,Florida,USA,Regional Pumpkin Festival,1089 X,1144 K,342,881,1,Rouge Vif d'Etampes,390.8330003243279,medium
2969-P,43,861.0519393291324,GXAEU,New York,Florida,USA,Regional Pumpkin Festival,1088 I,1001 I,4,-4,-1,Rouge Vif d'Etampes,390.5662712641798,medium
2518-P,65,858.7323781466112,RYAZG,Paris,California,USA,Regional Pumpkin Festival,1348 V,1774 J,363,1023,-11,Baby Bear,389.51413686827766,medium
2303-P,53,869.4104498345405,ZCPGU,Paris,New York,Canada,Local Pumpkin Festival,1812 D,1388 V,343,912,-2,Marina di Chioggia,394.35762476134886,medium
2493-P,34,861.4031244069338,YVEUX,Chicago,Texas,USA,Local Pumpkin Festival,1542 M,1715 V,3,-5,-2,Marina di Chioggia,390.7255660059899,medium
2005-P,76,868.2292001713067,GQIYG,Chicago,California,Canada,Local Pumpkin Festival,1715 Q,1728 A,358,1015,-12,Rouge Vif d'Etampes,393.82181936410336,medium
2775-P,35,857.7198635768145,BJTQB,Houston,New York,Canada,Local Pumpkin Festival,1451 E,1682 G,338,827,3,Baby Bear,389.05486835953445,medium
2389-P,29,857.3077217526734,CTEMY,Chicago,Florida,USA,Regional Pumpkin Festival,1231 C,1022 T,353,950,-13,Rouge Vif d'Etampes,388.86792412523863,medium
2030-P,5,847.5066736610606,XUBZK,Houston,Florida,Canada,Local Pumpkin Festival,1329 N,1607 S,329,807,4,Marina di Chioggia,384.4222471192678,medium
2694-P,73,846.6650895942003,TNXOJ,New York,Texas,Canada,National Pumpkin Festival,1977 E,1817 K,350,910,-8,Baby Bear,384.0405113192125,medium
2242-P,58,835.4296345129609,QSFTG,New York,New York,Canada,Local Pumpkin Festival,1332 O,1118 X,348,963,-9,Marina di Chioggia,378.94419877800294,medium
2418-P,8,836.89277035743,GKFJX,Chicago,California,USA,Regional Pumpkin Festival,1916 L,1070 L,326,751,11,Big Moose,379.6078654919674,medium
2208-P,10,833.1952918644995,IIKED,Paris,Florida,Canada,Local Pumpkin Festival,1721 D,1116 V,-2,5,2,Marina di Chioggia,377.9307188274021,medium
2735-P,61,850.805751999095,FOCBU,Houston,New York,USA,Local Pumpkin Festival,1346 F,1674 J,3,-2,4,Baby Bear,385.9186826607735,medium
2821-P,58,829.9795825798064,MODGW,Chicago,New York,USA,National Pumpkin Festival,1489 F,1024 A,331,798,-1,Marina di Chioggia,376.4720988215396,medium
2461-P,30,829.2631459496915,DERQE,Nottingham,California,USA,Regional Pumpkin Festival,1976 H,1590 R,349,910,-14,Big Moose,376.1471288976125,medium
2354-P,57,825.4425810026005,FVNGP,Houston,California,USA,Regional Pumpkin Festival,1805 J,1374 X,1,-1,-1,Rouge Vif d'Etampes,374.41415120213156,medium
2383-P,57,817.1929506286979,FZXAI,Houston,Florida,Canada,Regional Pumpkin Festival,1883 E,1554 X,338,833,0,Baby Bear,370.6721848615723,medium
2063-P,92,825.7923397524282,KIPUI,Los Angeles,California,USA,Regional Pumpkin Festival,1752 U,1705 P,330,824,-1,Baby Bear,374.57279897298343,medium
2115-P,45,832.2395156566054,ENNBN,Paris,Texas,Canada,Regional Pumpkin Festival,1209 X,1164 Q,328,801,5,Rouge Vif d'Etampes,377.49718638571096,medium
2820-P,54,824.97505200468,PUKMP,Houston,Florida,Canada,Regional Pumpkin Festival,1946 Z,1111 T,327,749,13,Big Moose,374.2020837889068,medium
2922-P,83,825.1369695477188,NZGGS,New York,California,USA,Regional Pumpkin Festival,1172 V,1409 Z,340,857,-4,Baby Bear,374.27552829108885,medium
2504-P,56,813.6124478882178,IVFCA,Los Angeles,Texas,USA,Local Pumpkin Festival,1685 N,1866 R,344,916,-15,Marina di Chioggia,369.0480974625125,medium
2029-P,31,815.8508113063872,MUOCR,New York,Florida,Canada,National Pumpkin Festival,1183 I,1995 R,346,898,-8,Marina di Chioggia,370.06340120208677,medium
